InventoryID,Glottocode,ISO6393,LanguageName,SpecificDialect,GlyphID,Phoneme,Allophones,Marginal,SegmentClass,Source,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,lenis,raisedLarynxEjective,loweredLarynxImplosive,click
2176,stan1293,eng,American English,Southeastern Michigan,025B,ɛ,ɛ,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,-,-,-,+,-,-,-,0,0,-,-,0
2176,stan1293,eng,American English,Southeastern Michigan,026A,ɪ,ɪ,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,-,-,-,+,-,-,-,0,0,-,-,0
2176,stan1293,eng,American English,Southeastern Michigan,028A,ʊ,ʊ,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,-,-,-,+,-,-,-,0,0,-,-,0
2176,stan1293,eng,American English,Southeastern Michigan,028C,ʌ,ʌ,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,-,-,-,+,-,-,-,0,0,-,-,0
2177,stan1293,eng,English (Australian),NA,0062,b,b bⁿ bˡ b̥,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2177,stan1293,eng,English (Australian),NA,0064,d,d ɾ dʔ dⁿ dˡ d̥,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2177,stan1293,eng,English (Australian),NA,0064+0320+0292,d̠ʒ,d̠ʒ,FALSE,consonant,ph,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2177,stan1293,eng,English (Australian),NA,0066,f,f,FALSE,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2177,stan1293,eng,English (Australian),NA,0068,h,h,FALSE,consonant,ph,0,-,-,-,-,-,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
2177,stan1293,eng,English (Australian),NA,006A,j,j j̊,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,-,-,-,-,-
2177,stan1293,eng,English (Australian),NA,006B,k,k ʃ ʒ,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-
2177,stan1293,eng,English (Australian),NA,006B+02B0,kʰ,kʰ kʰ k̚ kⁿ kˡ,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,+,-,-,-,-,-,-
2177,stan1293,eng,English (Australian),NA,006C,l,l ɫ ʊ l̥ l̩,FALSE,consonant,ph,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2177,stan1293,eng,English (Australian),NA,006D,m,m m̩,FALSE,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2177,stan1293,eng,English (Australian),NA,006E,n,n n̩,FALSE,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2177,stan1293,eng,English (Australian),NA,0070+02B0,pʰ,pʰ p p̚ pⁿ pˡ,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
2177,stan1293,eng,English (Australian),NA,0073,s,s,FALSE,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2177,stan1293,eng,English (Australian),NA,0074+02B0,tʰ,tʰ t t̚ ɾ tʔ ʔ tⁿ tˡ,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
2177,stan1293,eng,English (Australian),NA,0074+0320+0283,t̠ʃ,t̠ʃ,FALSE,consonant,ph,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2177,stan1293,eng,English (Australian),NA,0076,v,v,FALSE,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2177,stan1293,eng,English (Australian),NA,0077,w,w,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,-,-,-,-,-
2177,stan1293,eng,English (Australian),NA,007A,z,z z̥,FALSE,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2177,stan1293,eng,English (Australian),NA,00F0,ð,ð,FALSE,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2177,stan1293,eng,English (Australian),NA,014B,ŋ,ŋ ŋ̩,FALSE,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-
2177,stan1293,eng,English (Australian),NA,0261,ɡ,ɡ ɡⁿ ɡˡ ɡ̊,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-
2177,stan1293,eng,English (Australian),NA,0279,ɹ,ɹ ɹ̥,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,+,-,+,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2177,stan1293,eng,English (Australian),NA,0283,ʃ,ʃ,FALSE,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2177,stan1293,eng,English (Australian),NA,0292,ʒ,ʒ,FALSE,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2177,stan1293,eng,English (Australian),NA,03B8,θ,θ,FALSE,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2177,stan1293,eng,English (Australian),NA,0065,e,e e̞,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
2177,stan1293,eng,English (Australian),NA,0065+02D0,eː,eː eːɐ,FALSE,vowel,ph,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
2177,stan1293,eng,English (Australian),NA,0069+02D0,iː,iː ə̯iː,FALSE,vowel,ph,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
2177,stan1293,eng,English (Australian),NA,006F+026A,oɪ,oɪ,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"-,+",-,"-,+","+,-","+,-",-,-,+,-,-,-,0,0,-,-,0
2177,stan1293,eng,English (Australian),NA,006F+02D0,oː,oː,FALSE,vowel,ph,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
2177,stan1293,eng,English (Australian),NA,00E6,æ,æ æ̝,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,+,-,0,-,-,+,-,-,-,0,0,-,-,0
2177,stan1293,eng,English (Australian),NA,00E6+0254,æɔ,æɔ æ̟̝ɔ,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,-,"+,-","+,-","-,+",-,-,-,+,-,-,-,0,0,-,-,0
2177,stan1293,eng,English (Australian),NA,00E6+026A,æɪ,æɪ,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+","+,-",+,-,-,-,-,+,-,-,-,0,0,-,-,0
2177,stan1293,eng,English (Australian),NA,0250,ɐ,ɐ,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,0,-,-,0
2177,stan1293,eng,English (Australian),NA,0250+02D0,ɐː,ɐː,FALSE,vowel,ph,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,0,-,-,0
2177,stan1293,eng,English (Australian),NA,0251+0065,ɑe,ɑe ɑ̠e,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,"+,-","-,+","+,-",+,-,-,+,-,-,-,0,0,-,-,0
2177,stan1293,eng,English (Australian),NA,0254,ɔ,ɔ,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,-,-,-,+,-,-,-,0,0,-,-,0
2177,stan1293,eng,English (Australian),NA,0259+0289,əʉ,əʉ ɔu,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+",-,-,-,"-,+",-,-,+,-,-,-,0,0,-,-,0
2177,stan1293,eng,English (Australian),NA,025C+02D0,ɜː,ɜː,FALSE,vowel,ph,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,-,0,0,-,-,0
2177,stan1293,eng,English (Australian),NA,026A,ɪ,ɪ ə,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,-,-,-,+,-,-,-,0,0,-,-,0
2177,stan1293,eng,English (Australian),NA,026A+0259,ɪə,ɪə,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-",-,"+,-",-,-,-,-,+,-,-,-,0,0,-,-,0
2177,stan1293,eng,English (Australian),NA,0289+02D0,ʉː,ʉː ʉ̠ː,FALSE,vowel,ph,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,-,+,-,-,+,-,-,-,0,0,-,-,0
2177,stan1293,eng,English (Australian),NA,028A,ʊ,ʊ,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,-,-,-,+,-,-,-,0,0,-,-,0
2177,stan1293,eng,English (Australian),NA,028A+0259,ʊə,ʊə,TRUE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-",-,-,"+,-",-,-,-,+,-,-,-,0,0,-,-,0
2178,stan1293,eng,English (British),Liverpool,0062,b,b β b̥ β̥,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2178,stan1293,eng,English (British),Liverpool,0064,d,d d̥ θ ð,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2178,stan1293,eng,English (British),Liverpool,0064+0320+0292,d̠ʒ,d̠ʒ,FALSE,consonant,ph,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2178,stan1293,eng,English (British),Liverpool,0066,f,f,FALSE,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2178,stan1293,eng,English (British),Liverpool,0068,h,h,FALSE,consonant,ph,0,-,-,-,-,-,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
2178,stan1293,eng,English (British),Liverpool,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,-,-,-,-,-
2178,stan1293,eng,English (British),Liverpool,006B+02B0,kʰ,kʰ k kx x χ ç,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,+,-,-,-,-,-,-
2178,stan1293,eng,English (British),Liverpool,006C,l,l,FALSE,consonant,ph,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2178,stan1293,eng,English (British),Liverpool,006D,m,m,FALSE,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2178,stan1293,eng,English (British),Liverpool,006E,n,n ŋ,FALSE,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2178,stan1293,eng,English (British),Liverpool,0070+02B0,pʰ,pʰ p ɸ,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
2178,stan1293,eng,English (British),Liverpool,0073,s,s,FALSE,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2178,stan1293,eng,English (British),Liverpool,0074+02B0,tʰ,tʰ t ts θ ð h ʰsʰ ɹ ɾ ʔ,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
2178,stan1293,eng,English (British),Liverpool,0074+0320+0283,t̠ʃ,t̠ʃ,FALSE,consonant,ph,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2178,stan1293,eng,English (British),Liverpool,0076,v,v,FALSE,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2178,stan1293,eng,English (British),Liverpool,0077,w,w,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,-,-,-,-,-
2178,stan1293,eng,English (British),Liverpool,007A,z,z z̥,FALSE,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2178,stan1293,eng,English (British),Liverpool,00F0,ð,ð d̪ v ð̥,FALSE,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2178,stan1293,eng,English (British),Liverpool,014B,ŋ,ŋ,FALSE,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-
2178,stan1293,eng,English (British),Liverpool,0261,ɡ,ɡ ɡ̊ ɣ ɣ̊,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-
2178,stan1293,eng,English (British),Liverpool,0279,ɹ,ɹ ɾ,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,+,-,+,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2178,stan1293,eng,English (British),Liverpool,0283,ʃ,ʃ,FALSE,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2178,stan1293,eng,English (British),Liverpool,0292,ʒ,ʒ,FALSE,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2178,stan1293,eng,English (British),Liverpool,03B8,θ,θ t̪ f,FALSE,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2178,stan1293,eng,English (British),Liverpool,0061,a,a ɑː,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,0,-,-,0
2178,stan1293,eng,English (British),Liverpool,0061+026A,aɪ,aɪ aː,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+","+,-","-,+",-,-,-,-,+,-,-,-,0,0,-,-,0
2178,stan1293,eng,English (British),Liverpool,0061+028A,aʊ,aʊ,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+","+,-",-,"-,+",-,-,-,+,-,-,-,0,0,-,-,0
2178,stan1293,eng,English (British),Liverpool,0065+026A,eɪ,eɪ,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+",-,+,-,"+,-",-,-,+,-,-,-,0,0,-,-,0
2178,stan1293,eng,English (British),Liverpool,0065+02D0,eː,eː ɛː ɜː ɪː,FALSE,vowel,ph,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
2178,stan1293,eng,English (British),Liverpool,0069+02D0,iː,iː,FALSE,vowel,ph,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
2178,stan1293,eng,English (British),Liverpool,0251+02D0,ɑː,ɑː aː,FALSE,vowel,ph,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,+,0,-,-,+,-,-,-,0,0,-,-,0
2178,stan1293,eng,English (British),Liverpool,0252,ɒ,ɒ,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,+,-,+,0,-,-,+,-,-,-,0,0,-,-,0
2178,stan1293,eng,English (British),Liverpool,0254+026A,ɔɪ,ɔɪ,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"-,+",-,"-,+","+,-",-,-,-,+,-,-,-,0,0,-,-,0
2178,stan1293,eng,English (British),Liverpool,0254+02D0,ɔː,ɔː,FALSE,vowel,ph,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,-,-,-,+,-,-,-,0,0,-,-,0
2178,stan1293,eng,English (British),Liverpool,0259,ə,ə,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,-,0,0,-,-,0
2178,stan1293,eng,English (British),Liverpool,025B,ɛ,ɛ,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,-,-,-,+,-,-,-,0,0,-,-,0
2178,stan1293,eng,English (British),Liverpool,025B+0289,ɛʉ,ɛʉ eʊ ɛʊ əʉ eʉ əʊ,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+",-,"+,-",-,"-,+",-,-,+,-,-,-,0,0,-,-,0
2178,stan1293,eng,English (British),Liverpool,026A,ɪ,ɪ,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,-,-,-,+,-,-,-,0,0,-,-,0
2178,stan1293,eng,English (British),Liverpool,0289+02D0,ʉː,ʉː y,FALSE,vowel,ph,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,-,+,-,-,+,-,-,-,0,0,-,-,0
2178,stan1293,eng,English (British),Liverpool,028A,ʊ,ʊ,FALSE,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,-,-,-,+,-,-,-,0,0,-,-,0
2179,stan1293,eng,English (New Zealand),Pākehā,0062,b,b,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2179,stan1293,eng,English (New Zealand),Pākehā,0064,d,d,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2179,stan1293,eng,English (New Zealand),Pākehā,0064+0320+0292,d̠ʒ,d̠ʒ,FALSE,consonant,ph,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2179,stan1293,eng,English (New Zealand),Pākehā,0066,f,f,FALSE,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2179,stan1293,eng,English (New Zealand),Pākehā,0068,h,h,FALSE,consonant,ph,0,-,-,-,-,-,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
2179,stan1293,eng,English (New Zealand),Pākehā,006A,j,j ç,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,-,-,-,-,-
2179,stan1293,eng,English (New Zealand),Pākehā,006B+0078,kx,kx kʰ kʔ ʔk ʔ,FALSE,consonant,ph,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-
2179,stan1293,eng,English (New Zealand),Pākehā,006C,l,l ɫ ɯ,FALSE,consonant,ph,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2179,stan1293,eng,English (New Zealand),Pākehā,006D,m,m,FALSE,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2179,stan1293,eng,English (New Zealand),Pākehā,006E,n,n,FALSE,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2179,stan1293,eng,English (New Zealand),Pākehā,0070+02B0,pʰ,pʰ p pʔ ʔp ʔ,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
2179,stan1293,eng,English (New Zealand),Pākehā,0073,s,s,FALSE,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2179,stan1293,eng,English (New Zealand),Pākehā,0074+0073,ts,ts tʰ ɾ t tʔ ʔt ʔ,FALSE,consonant,ph,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2179,stan1293,eng,English (New Zealand),Pākehā,0074+0320+0283,t̠ʃ,t̠ʃ,FALSE,consonant,ph,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2179,stan1293,eng,English (New Zealand),Pākehā,0076,v,v,FALSE,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2179,stan1293,eng,English (New Zealand),Pākehā,0077,w,w β̞ ʍ,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,-,-,-,-,-
2179,stan1293,eng,English (New Zealand),Pākehā,007A,z,z,FALSE,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2179,stan1293,eng,English (New Zealand),Pākehā,00F0,ð,ð,FALSE,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2179,stan1293,eng,English (New Zealand),Pākehā,014B,ŋ,ŋ,FALSE,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-
2179,stan1293,eng,English (New Zealand),Pākehā,0261,ɡ,ɡ,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-
